datetime,S,sigma,K,expiry,T_years,contracts,shares,opt_price_straddle,opt_value,delta_opt,gamma_opt,vega_1pct_opt,theta_day_opt,cash,equity
2021-02-05,387.71,0.19222055306222408,376.0,2021-03-03,0.07123287671232877,1.0,0.0,18.340430629414158,1834.0430629414159,46.70088449182417,3.302866383858088,67.98065053226901,-25.129381236235627,100000.0,101834.04306294142
2021-02-08,390.51,0.19469323924554416,376.0,2021-03-03,0.06301369863013699,1.0,0.0,19.215345585704085,1921.5345585704085,57.581927765133045,3.0377139424952593,56.832536044647256,-24.054153341459823,100000.0,101921.5345585704
2021-02-09,390.25,0.1960513808854995,376.0,2021-03-03,0.06027397260273973,1.0,0.0,18.897983064737133,1889.7983064737132,57.44944459458312,3.0921527947659,55.647606755875636,-24.794977607869704,100000.0,101889.79830647372
2021-02-10,390.08,0.19824450904804997,376.0,2021-03-03,0.057534246575342465,1.0,0.0,18.66875070267686,1866.875070267686,57.44844387578985,3.1313136277585754,54.345242794989105,-25.651538040451637,100000.0,101866.87507026769
2021-02-11,390.71,0.1937801572636938,376.0,2021-03-03,0.0547945205479452,1.0,0.0,18.560682548713842,1856.0682548713842,61.49956505338534,3.086988316464156,50.036909140385745,-24.240400305532766,100000.0,101856.06825487138
2021-02-12,392.64,0.1858516158616369,376.0,2021-03-03,0.052054794520547946,1.0,0.0,19.246377806965462,1924.6377806965463,70.27969670379358,2.7833922153921784,41.513616423245495,-20.303612348737797,100000.0,101924.63778069655
2021-02-16,392.3,0.19351559707120833,376.0,2021-03-03,0.0410958904109589,1.0,0.0,18.443075707131946,1844.3075707131945,72.92727948377325,2.8267945062035857,34.59754028768575,-22.317212219888976,100000.0,101844.3075707132
2021-02-17,392.39,0.1932426958478221,376.0,2021-03-03,0.038356164383561646,1.0,0.0,18.27914803961712,1827.9148039617119,74.83324911940687,2.785254777949421,31.786231971531777,-21.937346989367978,100000.0,101827.91480396171
2021-02-18,390.72,0.19712269387341685,376.0,2021-03-03,0.03561643835616438,1.0,0.0,16.953296248570503,1695.3296248570502,70.6681204271727,3.1601763326712313,33.87113222039256,-25.679880107024882,100000.0,101695.32962485706
2021-02-19,390.03,0.1945962167378645,376.0,2021-03-03,0.03287671232876712,1.0,0.0,16.12194675932095,1612.194675932095,70.89933052736566,3.3201169591759325,32.31262074446217,-26.19964062399074,100000.0,101612.1946759321
2021-02-22,387.03,0.20388278049889025,376.0,2021-03-03,0.024657534246575342,1.0,0.0,13.469001660708912,1346.9001660708911,64.19638815028166,4.220856612551235,31.78484160645258,-36.00212158022426,100000.0,101346.90016607089
2021-02-23,387.5,0.20165011615693615,376.0,2021-03-03,0.021917808219178082,1.0,0.0,13.365836161281294,1336.5836161281295,69.4199772940224,4.082657332754983,27.0945500236037,-34.147619746747516,100000.0,101336.58361612813
2021-02-24,391.77,0.19268825868878947,376.0,2021-03-03,0.019178082191780823,1.0,0.0,16.31799416087165,1631.799416087165,87.95849909608732,2.285127487755536,12.960841967806614,-17.838586213694573,100000.0,101631.79941608716
2021-02-25,382.33,0.23769066491600924,376.0,2021-03-03,0.01643835616438356,1.0,0.0,10.568871335612727,1056.8871335612725,42.66096695347341,5.844070187886298,33.37818276249353,-66.11402045420971,100000.0,101056.88713356128
2021-02-26,380.36,0.23159842689125348,376.0,2021-03-03,0.0136986301369863,1.0,0.0,8.907765111613926,890.7765111613926,33.92485960757998,7.02822823600836,32.2588052695104,-74.71088553809886,100000.0,100890.7765111614
2021-03-01,389.58,0.204582093639574,390.0,2021-03-31,0.0821917808219178,1.0,0.0,18.241627389035813,1824.1627389035812,0.8740460062273803,3.491688842942549,89.1096731559663,-30.38373916297622,99537.57792933195,101361.74066823554
2021-03-02,386.54,0.20714887739641,390.0,2021-03-31,0.07945205479452055,1.0,0.0,18.29637010865025,1829.637010865025,-9.822920859865292,3.5083468369062065,86.27383897810232,-30.81298084998712,99537.57792933195,101367.21494019698
2021-03-03,381.42,0.2228596853894897,390.0,2021-03-31,0.07671232876712329,1.0,0.0,20.21294603492248,2021.2946034922481,-25.824751215803452,3.2099035332048262,79.83541449122224,-31.77159885080946,99537.57792933195,101558.8725328242
2021-03-04,376.7,0.23666570242049367,390.0,2021-03-31,0.07397260273972603,1.0,0.0,22.47616584219864,2247.616584219864,-38.775104495341694,2.893914674165696,71.89243387740505,-31.508284004286974,99537.57792933195,101785.19451355182
2021-03-05,383.63,0.21656046951057728,390.0,2021-03-31,0.07123287671232877,1.0,0.0,18.55509976480738,1855.509976480738,-20.20668510100419,3.482367211590529,79.06046357158462,-32.925713674588955,99537.57792933195,101393.08790581269
2021-03-08,381.72,0.22141384300505104,390.0,2021-03-31,0.06301369863013699,1.0,0.0,18.368714234741844,1836.8714234741844,-27.98852839636574,3.5269143723301597,71.70088028422215,-34.512103153423304,99537.57792933195,101374.44935280613
2021-03-09,387.17,0.21517022020173815,390.0,2021-03-31,0.06027397260273973,1.0,0.0,16.531910146393955,1653.1910146393955,-8.874241316790593,3.8769836080651383,75.37187903589363,-36.85859956630001,99537.57792933195,101190.76894397134
2021-03-10,389.58,0.20696935985858278,390.0,2021-03-31,0.057534246575342465,1.0,0.0,15.441791637589773,1544.1791637589772,0.24875319707897137,4.1254566318470145,74.55861281533097,-36.74130563412614,99537.57792933195,101081.75709309093
2021-03-11,393.53,0.20450483986167778,390.0,2021-03-31,0.0547945205479452,1.0,0.0,15.22644849154625,1522.644849154625,16.801902504280957,4.141099935079619,71.86412203236544,-36.74140192007242,99537.57792933195,101060.22277848657
2021-03-12,394.06,0.19717669731714593,390.0,2021-03-31,0.052054794520547946,1.0,0.0,14.441613115719235,1444.1613115719235,19.950280707244982,4.359381857902686,69.4809812173224,-36.052711586279685,99537.57792933195,100981.73924090387
2021-03-15,396.41,0.19336401895462324,390.0,2021-03-31,0.043835616438356165,1.0,0.0,13.71627085723091,1371.627085723091,32.76475752391084,4.546390020089594,60.556208445181895,-36.59184949254459,99537.57792933195,100909.20501505503
2021-03-16,395.91,0.1919416011610025,390.0,2021-03-31,0.0410958904109589,1.0,0.0,13.098977226584253,1309.8977226584252,31.524748154873887,4.769622164348745,58.97180592535114,-37.73047617555931,99537.57792933195,100847.47565199037
2021-03-17,397.26,0.18869925033013696,390.0,2021-03-31,0.038356164383561646,1.0,0.0,13.022213614867411,1302.221361486741,39.52356490597419,4.753464823901124,54.29568379685917,-36.59126724510532,99537.57792933195,100839.79929081869
2021-03-18,391.48,0.2056949040855234,390.0,2021-03-31,0.03561643835616438,1.0,0.0,12.159338654474482,1215.9338654474482,9.3125510772047,5.214469149125396,58.54681607926801,-46.318391222837754,99537.57792933195,100753.51179477939
2021-03-19,389.48,0.20223719654358857,390.0,2021-03-31,0.03287671232876712,1.0,0.0,11.409937199739971,1140.993719973997,-1.4401280589681986,5.585716936244362,56.33764178645665,-47.47319472820801,99537.57792933195,100678.57164930594
2021-03-22,392.59,0.18972788120470252,390.0,2021-03-31,0.024657534246575342,1.0,0.0,9.529696498455564,952.9696498455564,18.739682455321006,6.6327066726312,47.824458269448115,-50.40907298458392,99537.57792933195,100490.54757917751
2021-03-23,389.5,0.19921081189968945,390.0,2021-03-31,0.021917808219178082,1.0,0.0,9.179784562306736,917.9784562306736,-2.2937674782600617,6.942911366643137,45.99033500665073,-57.261074851335,99537.57792933195,100455.55638556262
2021-03-24,387.52,0.20324519868528684,390.0,2021-03-31,0.019178082191780823,1.0,0.0,8.95358173812457,895.3581738124569,-16.83400703215405,7.151724099690051,41.86243297893888,-60.773846487528125,99537.57792933195,100432.93610314441
2021-03-25,389.7,0.18639614142846422,390.0,2021-03-31,0.01643835616438356,1.0,0.0,7.437353708180638,743.7353708180638,-1.61568597597197,8.56553496294459,39.857550723681435,-61.91078051402926,99537.57792933195,100281.31330015001
2021-03-26,395.98,0.1832575132249205,390.0,2021-03-31,0.0136986301369863,1.0,0.0,8.350195081933848,835.0195081933848,52.85882823353298,7.248360430511252,28.531539922008477,-52.286190545848164,99537.57792933195,100372.59743752533
2021-03-29,395.78,0.18642594114839878,390.0,2021-03-31,0.005479452054794521,1.0,0.0,6.575329065047555,657.5329065047555,71.67198700454523,8.21509808927303,13.145100690675235,-61.26469419373992,99537.57792933195,100195.1108358367
2021-03-30,394.73,0.17854356205843816,390.0,2021-03-31,0.0027397260273972603,1.0,0.0,5.0710621212336235,507.10621212336235,80.4555220549958,9.355861716012427,7.130753008592248,-63.657502115649244,99537.57792933195,100044.6841414553
2021-03-31,396.33,0.1734512443752726,396.0,2021-04-30,0.0821917808219178,1.0,0.0,15.718965123643244,1571.8965123643243,3.3194126002623783,4.044971328971307,90.58059150887595,-26.18552718910464,98598.68141696762,100170.57792933195
2021-04-01,400.61,0.15806170056318414,401.0,2021-04-30,0.07945205479452055,1.0,0.0,14.250169592355945,1425.0169592355946,0.0348382912570111,4.470324167240746,90.09783862558422,-24.553478603839956,98636.95387021435,100061.97082944994
2021-04-05,406.36,0.1594300810092794,401.0,2021-04-30,0.0684931506849315,1.0,0.0,14.11279954856559,1411.279954856559,26.545929777333615,4.442904727906901,80.11361237002666,-25.545039420198723,98636.95387021435,100048.2338250709
2021-04-06,406.12,0.15964110010291382,401.0,2021-04-30,0.06575342465753424,1.0,0.0,13.80809808244507,1380.8098082445072,25.890077822736362,4.5444085518212125,78.67725741993507,-26.1669248491637,98636.95387021435,100017.76367845885
2021-04-07,406.59,0.15115253016780875,401.0,2021-04-30,0.06301369863013699,1.0,0.0,13.02845702399972,1302.8457023999722,29.889585767593154,4.804620309843307,75.65242466413227,-24.858816089811146,98636.95387021435,99939.79957261431
2021-04-08,408.52,0.14969406670184007,401.0,2021-04-30,0.06027397260273973,1.0,0.0,13.353054719216559,1335.305471921656,39.966895259073034,4.632879459235917,69.76089606643494,-23.733618702156917,98636.95387021435,99972.259342136
2021-04-09,411.49,0.14732700902101162,401.0,2021-04-30,0.057534246575342465,1.0,0.0,14.382293055571239,1438.229305557124,54.57897630805899,4.146730217556128,59.515920472988334,-20.87691083908991,98636.95387021435,100075.18317577147
2021-04-12,411.64,0.1487066290599908,401.0,2021-04-30,0.049315068493150684,1.0,0.0,13.905280559457097,1390.5280559457096,58.17842437681144,4.229612970264853,52.55883592190833,-21.71068699240039,98636.95387021435,100027.48192616005
2021-04-13,412.86,0.14683102282051116,401.0,2021-04-30,0.04657534246575343,1.0,0.0,14.356912173058618,1435.6912173058618,65.05505620903168,3.936757616952808,45.89001228016933,-19.81787482453847,98636.95387021435,100072.64508752021
2021-04-14,411.45,0.14929092622629475,401.0,2021-04-30,0.043835616438356165,1.0,0.0,13.380103862032229,1338.0103862032229,59.835067666678434,4.36453890617789,48.35406981661354,-22.558824592916118,98636.95387021435,99974.96425641757
2021-04-15,415.87,0.14835561726181215,401.0,2021-04-30,0.0410958904109589,1.0,0.0,16.21800781601135,1621.800781601135,77.96985707354169,3.009787375989002,31.73608791484105,-15.694089706937934,98636.95387021435,100258.75465181548
2021-04-16,417.26,0.13937241477163487,401.0,2021-04-30,0.038356164383561646,1.0,0.0,16.982562559623254,1698.2562559623254,85.839789987301,2.3784855257536845,22.137369612632313,-11.01906664144563,98636.95387021435,100335.21012617667
2021-04-19,415.21,0.1455303771540826,401.0,2021-04-30,0.030136986301369864,1.0,0.0,15.002729276065729,1500.272927606573,83.57719863798559,2.8908115043509817,21.8579213604024,-14.459052451743815,98636.95387021435,100137.22679782091
2021-04-20,412.17,0.15577992761568313,401.0,2021-04-30,0.0273972602739726,1.0,0.0,12.709363071235288,1270.9363071235289,71.91529613866305,4.197196679233647,30.432015071021105,-23.70348552481523,98636.95387021435,99907.89017733787
2021-04-21,416.07,0.14688891427652975,401.0,2021-04-30,0.024657534246575342,1.0,0.0,15.508499160754383,1550.8499160754382,89.28154996306765,2.271215574455665,14.240650539429343,-11.621076090712522,98636.95387021435,100187.80378628979
2021-04-22,412.27,0.1562322140037296,401.0,2021-04-30,0.021917808219178082,1.0,0.0,12.328786038386973,1232.8786038386972,77.36822100234137,4.024548517555783,23.423314182611392,-22.871726462839607,98636.95387021435,99869.83247405305
2021-04-23,416.74,0.1491767326943577,401.0,2021-04-30,0.019178082191780823,1.0,0.0,15.945072023329208,1594.5072023329208,93.90697428474178,1.6009435533181615,7.954495873970352,-8.475897890783191,98636.95387021435,100231.46107254727
2021-04-26,417.61,0.14691342553491255,401.0,2021-04-30,0.010958904109589041,1.0,0.0,16.626264138442306,1662.6264138442305,99.18712843986262,0.37422308233994084,1.0507537845438601,-1.9296229735138992,98636.95387021435,100299.58028405858
2021-04-27,417.52,0.1463881009351119,401.0,2021-04-30,0.00821917808219178,1.0,0.0,16.5235762292661,1652.3576229266102,99.7700662757357,0.13810995934407505,0.28967681194516426,-0.7067539730931688,98636.95387021435,100289.31149314095
2021-04-28,417.4,0.14418957388798165,401.0,2021-04-30,0.005479452054794521,1.0,0.0,16.400179491823916,1640.0179491823917,99.9830631641716,0.015199592515854754,0.020922222879057876,-0.07541916004301838,98636.95387021435,100276.97181939674
2021-04-29,420.06,0.14645251888231947,401.0,2021-04-30,0.0027397260273972603,1.0,0.0,19.06000000068266,1906.000000068266,99.99999986514452,2.6043185917082254e-07,1.8438294551982616e-07,-1.3501673405160014e-06,98636.95387021435,100542.95387028261
2021-04-30,417.3,0.15281133397236785,417.0,2021-05-28,0.07671232876712329,1.0,0.0,14.088044849961136,1408.8044849961136,3.04350462176704,4.514268851505824,92.15203358861304,-25.1462056802543,98858.14938521823,100266.95387021435
2021-05-03,418.2,0.14675917603476332,418.0,2021-06-02,0.0821917808219178,1.0,0.0,14.035753057777015,1403.5753057777015,2.585211014887223,4.5321943945537235,95.61152414202655,-23.386447504186165,98737.8372666984,100141.41257247611
2021-05-04,415.62,0.15525797463757918,418.0,2021-06-02,0.07945205479452055,1.0,0.0,14.676596248428893,1467.6596248428893,-8.647658943463178,4.360902043372207,92.92407729086068,-24.874489715939465,98737.8372666984,100205.49689154129
2021-05-05,415.75,0.15329665182164562,418.0,2021-06-02,0.07671232876712329,1.0,0.0,14.235351641382834,1423.5351641382836,-8.433061442667084,4.494772669516083,91.36294360927226,-25.01005956405581,98737.8372666984,100161.3724308367
2021-05-06,419.07,0.14964205352515794,418.0,2021-06-02,0.07397260273972603,1.0,0.0,13.617159902048172,1361.7159902048172,6.6279432584644695,4.661895234579509,90.62754439936116,-25.114244166412647,98737.8372666984,100099.55325690322
2021-05-07,422.12,0.13944457458593404,418.0,2021-06-02,0.07123287671232877,1.0,0.0,12.903522732518013,1290.3522732518013,22.217081961652486,4.880626630745787,86.38325197607286,-23.164761198371203,98737.8372666984,100028.18953995021
2021-05-10,417.94,0.16037790719215061,418.0,2021-06-02,0.06301369863013699,1.0,0.0,13.425195933006108,1342.5195933006107,1.321536517411026,4.741377333894061,83.69738889281942,-29.18089580016941,98737.8372666984,100080.35685999901
2021-05-11,414.21,0.17547635060860875,418.0,2021-06-02,0.06027397260273973,1.0,0.0,14.620285321456379,1462.0285321456379,-15.060023482237412,4.391435471703266,79.68857757856881,-31.780592678814223,98737.8372666984,100199.86579884404
2021-05-12,405.41,0.2194498118367654,418.0,2021-06-02,0.057534246575342465,1.0,0.0,20.12691959716625,2012.691959716625,-42.08861363095833,3.205808777219373,66.52550356640317,-34.75954580950773,98737.8372666984,100750.52922641503
2021-05-13,410.28,0.19328079105153417,418.0,2021-06-02,0.0547945205479452,1.0,0.0,16.19983179035978,1619.983179035978,-30.30234025991405,3.9845113275240887,71.03323358165463,-34.32339894402652,98737.8372666984,100357.82044573438
2021-05-14,416.58,0.17167025815757156,418.0,2021-06-02,0.052054794520547946,1.0,0.0,13.089121040510122,1308.9121040510122,-5.3655036154303115,4.8790219411553055,75.66332096897823,-34.181952220536026,98737.8372666984,100046.74937074941
2021-05-17,415.52,0.17681076142873514,418.0,2021-06-02,0.043835616438356165,1.0,0.0,12.46769311242997,1246.769311242997,-11.310819670806938,5.1349073535632215,68.71511686633302,-37.967412921252695,98737.8372666984,99984.6065779414
2021-05-18,411.94,0.18690843354872005,418.0,2021-06-02,0.0410958904109589,1.0,0.0,13.464915065022893,1346.4915065022892,-28.599008276940708,4.779848323068296,62.303054226304496,-38.81655423579845,98737.8372666984,100084.3287732007
2021-05-19,410.86,0.19030839378043712,418.0,2021-06-02,0.038356164383561646,1.0,0.0,13.617238756422012,1361.7238756422012,-34.26826344244957,4.722113054015831,58.185828040219114,-39.54732669685293,98737.8372666984,100099.56114234061
2021-05-20,415.28,0.1819048975842376,418.0,2021-06-02,0.03561643835616438,1.0,0.0,11.617380089949222,1161.7380089949222,-13.735188905812468,5.513534453451855,61.60372939468548,-43.100077255182114,98737.8372666984,99899.57527569334
2021-05-21,414.94,0.17665769017661148,418.0,2021-06-02,0.03287671232876712,1.0,0.0,10.922204530117227,1092.2204530117228,-16.89601888267111,5.868028047789623,58.6791366599992,-43.19216976630492,98737.8372666984,99830.05771971012
2021-05-24,419.17,0.1680065191697754,418.0,2021-06-02,0.024657534246575342,1.0,0.0,8.860136935661245,886.0136935661245,9.483629791446052,7.164181871463025,52.146212088086465,-48.67168656004596,98737.8372666984,99623.85096026454
2021-05-25,418.24,0.1707465149523005,418.0,2021-06-02,0.021917808219178082,1.0,0.0,8.435130139922165,843.5130139922165,2.819634109335106,7.542108778715847,49.37338401116116,-52.68958282067126,98737.8372666984,99581.35028069062
2021-05-26,419.07,0.1619253065855445,418.0,2021-06-02,0.019178082191780823,1.0,0.0,7.536855893453577,753.6855893453577,9.965061703697508,8.424250925334333,45.9435280449316,-53.13871331640794,98737.8372666984,99491.52285604377
2021-05-27,419.29,0.15747605903138595,418.0,2021-06-02,0.01643835616438356,1.0,0.0,6.822459534312117,682.2459534312117,12.925424625741483,9.30106887764037,42.328686629607034,-55.54795628670862,98737.8372666984,99420.08322012961
2021-05-28,420.04,0.156804845129039,418.0,2021-06-02,0.0136986301369863,1.0,0.0,6.350364040343095,635.0364040343095,21.626307571514182,9.967699360466089,37.775728460807365,-59.2341725093353,98737.8372666984,99372.87367073272
2021-06-01,419.67,0.16360070507773433,420.0,2021-07-01,0.0821917808219178,1.0,0.0,15.712280755777783,1571.2280755777783,0.5340122421100657,4.053433414906081,95.995849109505,-26.174980998084692,97483.2493736151,99054.47744919287
2021-06-02,420.33,0.1602904983789631,420.0,2021-07-01,0.07945205479452055,1.0,0.0,15.147778346693315,1514.7778346693315,3.188622119396922,4.197999108612642,94.45740937523423,-26.10452624886557,97483.2493736151,98998.02720828443
2021-06-03,418.77,0.1639837933713019,420.0,2021-07-01,0.07671232876712329,1.0,0.0,15.228362044833574,1522.8362044833575,-3.3393610044884836,4.191315948481452,92.46292316514021,-27.075751583605207,97483.2493736151,99006.08557809846
2021-06-04,422.6,0.15461908151473908,420.0,2021-07-01,0.07397260273972603,1.0,0.0,14.286985550748653,1428.6985550748655,13.324270800199583,4.426896758043335,90.42580171887597,-25.891767420382443,97483.2493736151,98911.94792868996
2021-06-07,422.19,0.15370128960300727,420.0,2021-07-01,0.06575342465753424,1.0,0.0,13.356340617597908,1335.6340617597907,12.054656471030528,4.740244345365325,85.39107917948382,-27.343164563498267,97483.2493736151,98818.88343537488
2021-06-08,422.28,0.15555739145637335,420.0,2021-07-01,0.06301369863013699,1.0,0.0,13.246284084988844,1324.6284084988843,12.56759620802461,4.77858130859497,83.52675879432464,-28.24609720619745,97483.2493736151,98807.87778211398
2021-06-09,421.65,0.15867673805649585,420.0,2021-07-01,0.06027397260273973,1.0,0.0,13.1457185325568,1314.5718532556798,9.561673422472339,4.822545009862192,82.00183660215419,-29.57223624243544,97483.2493736151,98797.82122687077
2021-06-10,423.61,0.1357346389904152,420.0,2021-07-01,0.057534246575342465,1.0,0.0,11.333237856789168,1133.323785678917,21.987089477350686,5.564148546246539,77.9737185053499,-25.199367933485533,97483.2493736151,98616.57315929401
2021-06-11,424.31,0.1302232610027743,420.0,2021-07-01,0.0547945205479452,1.0,0.0,10.837705490022444,1083.7705490022445,27.378878906385573,5.8019408479687655,74.53590500122371,-24.265771527630868,97483.2493736151,98567.01992261734
2021-06-14,425.26,0.12854005725643122,420.0,2021-07-01,0.04657534246575343,1.0,0.0,10.28002662744268,1028.002662744268,35.62968322543898,6.077351506486037,65.79879977267485,-24.875827912306118,97483.2493736151,98511.25203635936
2021-06-15,424.48,0.1321575023077063,420.0,2021-07-01,0.043835616438356165,1.0,0.0,9.998607486310021,999.8607486310021,30.88481974020476,6.2777301579047675,65.52937860332364,-27.063121887472818,97483.2493736151,98483.1101222461
2021-06-16,422.11,0.13709692001659501,420.0,2021-07-01,0.0410958904109589,1.0,0.0,9.488019585045322,948.8019585045322,15.398488614823963,6.674176126073752,67.00003626426118,-30.6183287094346,97483.2493736151,98432.05133211962
2021-06-17,421.97,0.13421727529971142,420.0,2021-07-01,0.038356164383561646,1.0,0.0,8.968706370165364,896.8706370165364,15.160394204684824,7.063126956150706,64.74463003636508,-31.035170834888486,97483.2493736151,98380.12001063162
2021-06-18,414.92,0.15888616009377463,420.0,2021-07-01,0.03561643835616438,1.0,0.0,10.798608187423355,1079.8608187423356,-30.408159117773437,5.941478393211814,57.884170980838114,-35.373052528295645,97483.2493736151,98563.11019235743
2021-06-21,420.86,0.14745568564372966,420.0,2021-07-01,0.0273972602739726,1.0,0.0,8.21598539192567,821.598539192567,7.648924109373656,7.731888380457484,55.32603357153626,-40.79069107119441,97483.2493736151,98304.84791280766
2021-06-22,423.11,0.13821308176705988,420.0,2021-07-01,0.024657534246575342,1.0,0.0,7.717489553945967,771.7489553945967,27.424465777509617,8.170412077275275,49.848183397124785,-38.27595026559003,97483.2493736151,98254.99832900969
2021-06-23,422.6,0.13604861571036664,420.0,2021-07-01,0.021917808219178082,1.0,0.0,7.085774800969517,708.5774800969517,24.83557654629455,8.915990434408696,47.480996935387125,-40.373274410047365,97483.2493736151,98191.82685371205
2021-06-24,425.1,0.13466629271169872,420.0,2021-07-01,0.019178082191780823,1.0,0.0,7.56005521833508,756.005521833508,48.85108247757497,8.113211436322896,37.8650979022899,-36.42251684047787,97483.2493736151,98239.2548954486
2021-06-25,426.61,0.13277129347237782,420.0,2021-07-01,0.01643835616438356,1.0,0.0,8.011928760515303,801.1928760515303,64.54693213392892,7.1571914764661555,28.429372302616006,-31.45503777688432,97483.2493736151,98284.44224966662
2021-06-28,427.47,0.13362397487798516,420.0,2021-07-01,0.00821917808219178,1.0,0.0,7.802912381705951,780.2912381705951,85.60700479772869,5.297034112467828,10.630576787724118,-23.674998760355663,97483.2493736151,98263.54061178569
2021-06-29,427.7,0.13510032563196678,420.0,2021-07-01,0.005479452054794521,1.0,0.0,7.816042514984877,781.6042514984878,93.14882875838526,3.549860824162902,4.807102183894928,-16.23602675975858,97483.2493736151,98264.85362511358
2021-06-30,428.06,0.13394931545290345,420.0,2021-07-01,0.0027397260273972603,1.0,0.0,8.066076494068907,806.6076494068907,99.33660181412844,0.6673864054175689,0.44878081633572925,-3.0056941568283064,97483.2493736151,98289.85702302198
2021-07-01,430.43,0.1317280578561927,430.0,2021-07-30,0.07945205479452055,1.0,0.0,12.749372470230497,1274.9372470230496,3.6278335725413946,4.987207560418401,96.70433252546663,-21.96323087906752,97251.31212659205,98526.2493736151
2021-07-02,433.72,0.12869220782820862,430.0,2021-07-30,0.07671232876712329,1.0,0.0,12.638172848000437,1263.8172848000436,20.47421781727028,4.990272323430099,92.67456641504434,-21.297311716917875,97251.31212659205,98515.12941139209
2021-07-06,432.93,0.1370384017702391,430.0,2021-07-30,0.06575342465753424,1.0,0.0,12.321796337702722,1232.1796337702722,16.697321136025245,5.1294366557143505,86.62947771099194,-24.732427441051843,97251.31212659205,98483.49176036232
2021-07-07,434.46,0.13569565959193816,430.0,2021-07-30,0.06301369863013699,1.0,0.0,12.281574246148864,1228.1574246148864,25.100148402845267,5.122435250310637,82.67553255882355,-24.388502005835473,97251.31212659205,98479.46955120693
2021-07-08,430.92,0.15467976174165826,430.0,2021-07-30,0.06027397260273973,1.0,0.0,13.062676490746384,1306.2676490746385,5.999842059443727,4.861998422071457,84.17273265641593,-29.590495982815256,97251.31212659205,98557.57977566669
2021-07-09,435.52,0.13970708379217822,430.0,2021-07-30,0.057534246575342465,1.0,0.0,12.398542311857028,1239.8542311857027,30.892515782342578,5.051932041988153,77.02266914002934,-25.620505932007852,97251.31212659205,98491.16635777775
2021-07-12,437.08,0.1397598705938733,430.0,2021-07-30,0.049315068493150684,1.0,0.0,12.188223171444434,1218.8223171444433,41.1979512339333,5.079088334137935,66.8759193464605,-25.962693982521184,97251.31212659205,98470.13444373649
2021-07-13,435.59,0.14599816814079186,430.0,2021-07-30,0.04657534246575343,1.0,0.0,11.781497685932237,1178.1497685932236,32.96623246215296,5.309920765891365,68.50894916814698,-29.418179646470836,97251.31212659205,98429.46189518528
2021-07-14,436.24,0.14102005723326871,430.0,2021-07-30,0.043835616438356165,1.0,0.0,11.394044043528652,1139.4044043528652,38.48448246812723,5.459328403723239,64.22412470141701,-28.302780441095045,97251.31212659205,98390.71653094492
