datetime,S,K,sigma,T_years,combo_exec,legs_exec_mean,legging_extra_mean,legging_extra_p50,legging_extra_p90,legging_extra_p99,total_cost_legs_mean,total_extra_mean,total_extra_p90,total_extra_p99
2025-02-03,597.77,598.0,0.1684256124657819,0.0821917808219178,23.035363371346147,23.037990637256407,0.002627265910252189,0.0023063017624114224,0.01897183008142562,0.03208333465321501,2303.79906372564,0.2627265910252189,1.897183008142562,3.2083334653215005
2025-03-03,583.77,584.0,0.1932902971631792,0.0821917808219178,25.816089665490214,25.81903281499544,0.00294314950522746,0.0025846963306506154,0.021195893371739057,0.035838184546925216,2581.903281499544,0.294314950522746,2.1195893371739056,3.5838184546925214
2025-04-01,560.97,561.0,0.2117364464085774,0.0821917808219178,27.16927476496319,27.172369564741796,0.0030947997786047394,0.00272015210937937,0.022170318777127558,0.03747275728036284,2717.23695647418,0.30947997786047393,2.217031877712756,3.7472757280362843
2025-05-01,558.47,558.0,0.3606696758862968,0.07945205479452055,45.26792999551927,45.273082436519964,0.0051524410006976,0.0045321259234469835,0.03671824081905512,0.062041584029931277,4527.308243651996,0.51524410006976,3.671824081905512,6.204158402993127
2025-05-30,589.39,589.0,0.1802247925196178,0.07671232876712329,23.46836019928728,23.47104275751403,0.0026825582267499424,0.002349705753202258,0.019620023626159264,0.033207952398202234,2347.104275751403,0.2682558226749942,1.9620023626159264,3.320795239820223
2025-06-02,592.71,593.0,0.1767614154954939,0.0821917808219178,23.97217286223375,23.974907087260558,0.00273422502680443,0.0024000962351991006,0.019749268375929316,0.0333986211828495,2397.490708726056,0.273422502680443,1.9749268375929316,3.3398621182849504
2025-07-01,617.65,618.0,0.1415506883547616,0.0821917808219178,20.0072618114409,20.009545867282405,0.002284055841502405,0.002003148298511448,0.016590347181452712,0.028066663079803815,2000.9545867282407,0.22840558415024054,1.6590347181452711,2.8066663079803815
2025-07-31,632.08,632.0,0.127322563815882,0.07945205479452055,18.099450469272885,18.101518158199514,0.0020676889266270705,0.001812148470678565,0.015076810224846679,0.025512891146238302,1810.151815819951,0.20676889266270707,1.507681022484668,2.55128911462383
2025-08-01,621.72,622.0,0.1570786387562884,0.07671232876712329,21.588120229824522,21.590594414820927,0.0024741849964054364,0.002161513242226576,0.01838959611835271,0.031157278432252,2159.0594414820926,0.24741849964054363,1.8389596118352711,3.1157278432252
2025-08-29,645.05,645.0,0.138270615062695,0.07671232876712329,19.71046475591998,19.712721596176582,0.0022568402566040253,0.0019734925921550683,0.016678016483680478,0.028247094508482912,1971.2721596176584,0.22568402566040255,1.6678016483680478,2.8247094508482915
2025-09-02,640.27,640.0,0.1415319815096152,0.0821917808219178,20.726096323500194,20.72845693999399,0.0023606164937957316,0.0020750671681870614,0.016899419932071776,0.028562503893390056,2072.845693999399,0.23606164937957316,1.6899419932071778,2.8562503893390057
2025-10-01,668.45,668.0,0.123094986904146,0.0821917808219178,18.819899017554963,18.82204124547777,0.002142227922804782,0.001884209414265925,0.015278417804117336,0.025816376077445885,1882.2041245477772,0.2142227922804782,1.5278417804117337,2.5816376077445886
2025-10-31,682.06,682.0,0.1637784091883566,0.07671232876712329,24.685377984140928,24.688203472804936,0.002825488664008482,0.0024715921525526596,0.020836590923000737,0.03528565533667676,2468.8203472804935,0.2825488664008482,2.0836590923000737,3.5285655336676762
2025-11-03,683.34,683.0,0.1620470123989119,0.0821917808219178,25.32522773986682,25.328111272656063,0.0028835327892447974,0.00253551714682132,0.02060218489428784,0.03481619669801843,2532.811127265606,0.28835327892447976,2.060218489428784,3.481619669801843
2025-12-01,680.27,680.0,0.1636227002029404,0.0821917808219178,25.457285590589,25.460184727771182,0.002899137182181832,0.002548743873392212,0.020739242681148438,0.035050659534575944,2546.018472777118,0.2899137182181832,2.0739242681148435,3.5050659534575943
2025-12-31,681.92,682.0,0.1241338709851855,0.0821917808219178,19.365393491769602,19.367602580376523,0.002209088606924279,0.00193886789799258,0.015969881164575025,0.027008684297731723,1936.7602580376529,0.22090886069242796,1.5969881164575026,2.7008684297731724
2026-01-02,683.17,683.0,0.1212267626567455,0.07671232876712329,18.301254365544803,18.30334922082393,0.002094855279122797,0.0018323907503763337,0.015452709705151333,0.026168790265088466,1830.3349220823925,0.2094855279122797,1.5452709705151333,2.6168790265088466
