datetime,S,sigma,K,expiry,T_years,contracts,shares,opt_price_straddle,opt_value,delta_opt,gamma_opt,vega_1pct_opt,theta_day_opt,cash,equity
2021-02-05,387.71,0.19222055306222408,376.0,2021-03-03,0.07123287671232877,1.0,0.0,18.340430629414158,1834.0430629414159,46.70088449182417,3.302866383858088,67.98065053226901,-25.129381236235627,100000.0,101834.04306294142
2021-02-08,390.51,0.19469323924554416,376.0,2021-03-03,0.06301369863013699,1.0,-57.581927765133045,19.215345585704085,1921.5345585704085,57.581927765133045,3.0377139424952593,56.832536044647256,-24.054153341459823,122486.3186115621,101921.5345585704
2021-02-09,390.25,0.1960513808854995,376.0,2021-03-03,0.06027397260273973,1.0,-57.581927765133045,18.897983064737133,1889.7983064737132,57.44944459458312,3.0921527947659,55.647606755875636,-24.794977607869704,122486.3186115621,101904.76960769265
2021-02-10,390.08,0.19824450904804997,376.0,2021-03-03,0.057534246575342465,1.0,-57.581927765133045,18.66875070267686,1866.875070267686,57.44844387578985,3.1313136277585754,54.345242794989105,-25.651538040451637,122486.3186115621,101891.6352992067
2021-02-11,390.71,0.1937801572636938,376.0,2021-03-03,0.0547945205479452,1.0,-57.581927765133045,18.560682548713842,1856.0682548713842,61.49956505338534,3.086988316464156,50.036909140385745,-24.240400305532766,122486.3186115621,101844.55186931835
2021-02-12,392.64,0.1858516158616369,376.0,2021-03-03,0.052054794520547946,1.0,-57.581927765133045,19.246377806965462,1924.6377806965463,70.27969670379358,2.7833922153921784,41.513616423245495,-20.303612348737797,122486.3186115621,101801.98827455682
2021-02-16,392.3,0.19351559707120833,376.0,2021-03-03,0.0410958904109589,1.0,-57.581927765133045,18.443075707131946,1844.3075707131945,72.92727948377325,2.8267945062035857,34.59754028768575,-22.317212219888976,122486.3186115621,101741.2359200136
2021-02-17,392.39,0.1932426958478221,376.0,2021-03-03,0.038356164383561646,1.0,-57.581927765133045,18.27914803961712,1827.9148039617119,74.83324911940687,2.785254777949421,31.786231971531777,-21.937346989367978,122486.3186115621,101719.66077976326
2021-02-18,390.72,0.19712269387341685,376.0,2021-03-03,0.03561643835616438,1.0,-57.581927765133045,16.953296248570503,1695.3296248570502,70.6681204271727,3.1601763326712313,33.87113222039256,-25.679880107024882,122486.3186115621,101683.23742002637
2021-02-19,390.03,0.1945962167378645,376.0,2021-03-03,0.03287671232876712,1.0,-57.581927765133045,16.12194675932095,1612.194675932095,70.89933052736566,3.3201169591759325,32.31262074446217,-26.19964062399074,122486.3186115621,101639.83400125937
2021-02-22,387.03,0.20388278049889025,376.0,2021-03-03,0.024657534246575342,1.0,-57.581927765133045,13.469001660708912,1346.9001660708911,64.19638815028166,4.220856612551235,31.78484160645258,-36.00212158022426,122486.3186115621,101547.28527469355
2021-02-23,387.5,0.20165011615693615,376.0,2021-03-03,0.021917808219178082,1.0,-57.581927765133045,13.365836161281294,1336.5836161281295,69.4199772940224,4.082657332754983,27.0945500236037,-34.147619746747516,122486.3186115621,101509.90521870118
2021-02-24,391.77,0.19268825868878947,376.0,2021-03-03,0.019178082191780823,1.0,-57.581927765133045,16.31799416087165,1631.799416087165,87.95849909608732,2.285127487755536,12.960841967806614,-17.838586213694573,122486.3186115621,101559.2461871031
2021-02-25,382.33,0.23769066491600924,376.0,2021-03-03,0.01643835616438356,1.0,-57.581927765133045,10.568871335612727,1056.8871335612725,42.66096695347341,5.844070187886298,33.37818276249353,-66.11402045420971,122486.3186115621,101527.90730268008
